Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_players,EU_players,JP_players,Other_players,Global_players,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
9971,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,0.0,0.0,0.12,0.0,0.12,,,,,,
9972,Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.07,0.02,0.0,0.02,0.12,,,0.2,5.0,EA Sports,E
9973,Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.06,0.04,0.0,0.01,0.12,63.0,21.0,tbd,,High Voltage Software,T
9974,My Chinese Coach,DS,2008,Misc,Ubisoft,0.1,0.01,0.0,0.01,0.12,,,tbd,,"Ubisoft, Sensory Sweep",E
9975,Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.09,0.0,0.01,0.01,0.12,68.0,38.0,8.7,18.0,Hudson Soft,E10+
9977,Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.12,54.0,5.0,tbd,,Tantatus,E10+
9981,DreamWorks Super Star Kartz,PS3,2011,Racing,Activision,0.06,0.03,0.0,0.02,0.12,,,tbd,,Activision,E
9982,Dorabase 2: Nettou Ultra Stadium,DS,2009,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,
9983,Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,65.0,6.0,tbd,,Griptonite Games,E10+
9990,Cabela's North American Adventures,PS3,2010,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,,FUN Labs,T
9991,Darkspore,PC,2011,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65.0,52.0,6,133.0,Maxis,T
9992,Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,21.0,5.0,5,25.0,Ubisoft,T
9994,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,0.08,0.03,0.0,0.01,0.12,55.0,4.0,tbd,,MumboJumbo,T
9995,Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,0.03,0.02,0.05,0.02,0.12,,,,,,
9997,Yakuza,PS3,2012,Action,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
9998,Karaoke Revolution Presents American Idol Encore 2,PS3,2008,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11,,,tbd,,Blitz Games,E10+
9999,Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70.0,19.0,8.2,27.0,Koei Tecmo Games,M
10001,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11,68.0,18.0,7.4,18.0,From Software,M
10002,Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.11,,,,,,
10005,18 Wheels of Steel: Extreme Trucker 2,PC,2011,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11,,,8.3,10.0,ValuSoft,E
10011,Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,0.11,0.0,0.0,0.01,0.11,,,tbd,,"Pipeworks Software, Inc.",E
10012,Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,66.0,21.0,7.3,8.0,Polygon Magic,E
10013,Lost Horizon,PC,2010,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.11,77.0,24.0,7.9,27.0,Animation Arts,T
10014,SingStar Latino,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11,,,tbd,,SCEE London Studio,T
10015,NFL Tour,PS3,2008,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11,45.0,24.0,tbd,,EA Tiburon,E
10016,Minute to Win It,DS,2010,Misc,Zoo Games,0.11,0.0,0.0,0.01,0.11,,,tbd,,Smack Down Productions,E
10017,Rugby 15,PS4,2015,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.11,19.0,5.0,3.4,65.0,HB Studios Multimedia,E
10022,Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.1,0.0,0.0,0.01,0.11,74.0,27.0,5.8,11.0,Infinite Interactive,E10+
10026,Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,,,8.9,15.0,Matrix Software,T
10027,Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
10028,Disney Art Academy,3DS,2016,Action,Nintendo,0.02,0.01,0.08,0.0,0.11,72.0,16.0,6.8,5.0,Headstrong Games,E
10029,A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,50.0,17.0,6.2,9.0,"Nippon Ichi Software, Hit Maker",E10+
10030,MySims SkyHeroes,PS3,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11,62.0,16.0,tbd,,Electronic Arts,E10+
10031,Persona 5,PS3,2016,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,,,,,Atlus,
10032,Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71.0,20.0,6.8,44.0,Tamsoft,T
10035,Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,0.06,0.05,0.0,0.01,0.11,,,tbd,,Monkey Bar Games,E
10037,Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,
10041,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
10045,Mechanic Master,DS,2008,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11,76.0,9.0,tbd,,Most Wanted Entertainment,E
10046,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.11,68.0,7.0,5.9,8.0,"Funatics Software, Funatics",T
10051,NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,67.0,14.0,8.4,28.0,EA Tiburon,E
10053,Blood Drive,X360,2010,Racing,Activision,0.09,0.01,0.0,0.01,0.11,40.0,21.0,6.5,10.0,Sidhe Interactive,M
10055,The Price is Right: Decades,X360,2011,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11,,,tbd,,Ludia Inc.,E10+
10057,Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,,,tbd,,Farsight Studios,E
10058,The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,0.08,0.03,0.0,0.01,0.11,,,4.6,49.0,Terminal Reality,M
10060,Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,,
10062,Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
10064,Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,58.0,7.6,226.0,Koei Tecmo Games,M
10066,Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,tbd,,Omega Force,T
10067,Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0.0,0.09,0.0,0.02,0.11,,,,,,
10068,The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.11,,,tbd,,Headstrong Games,E10+
10074,Girl Time,DS,2009,Simulation,THQ,0.11,0.0,0.0,0.01,0.11,,,tbd,,THQ,E
10076,MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.11,75.0,7.0,7.5,21.0,SCEA San Diego Studios,E
10077,Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,0.1,0.0,0.0,0.01,0.11,,,tbd,,PopCap,E
10079,Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,,,tbd,,Namco Bandai Games America,T
10081,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
10084,Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.08,0.02,0.0,0.02,0.11,63.0,16.0,6.7,15.0,Black Rock Studio,E10+
10085,Warhammer: Battle March,X360,2008,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11,55.0,30.0,6.7,20.0,Black Hole Games,M
10087,The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,63.0,57.0,4.2,33.0,SNK Playmore,T
10089,Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.03,0.0,0.01,0.11,44.0,5.0,tbd,,Black Lantern Studios,E
10090,Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
10091,Desktop Tower Defense,DS,2009,Strategy,THQ,0.1,0.0,0.0,0.01,0.11,,,tbd,,Frima Studio,E
10094,Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,39.0,5.0,2,6.0,Papaya Studios,E10+
10097,Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,
10098,Zubo,DS,2008,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,75.0,19.0,7.6,75.0,EA Bright Light,E10+
10100,My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,,
10103,The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,0.1,0.0,0.0,0.01,0.11,65.0,9.0,tbd,,Her Interactive,E
10105,Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,,,,,,
10106,Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.04,0.04,0.01,0.02,0.11,,,,,,
10108,Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,
10110,MotoGP 14 ,PS3,2014,Racing,Milestone S.r.l.,0.05,0.05,0.0,0.02,0.11,,,tbd,,Milestone S.r.l,E
10114,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,51.0,10.0,5.4,5.0,Griptonite Games,E10+
10115,Toukiden 2,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,,
10119,Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,,,,,,
10120,Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0.0,0.01,0.11,,,,,,
10125,To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,,,,,,
10126,WWE All Stars,PS2,2011,Fighting,THQ,0.05,0.04,0.0,0.01,0.11,,,3.4,5.0,THQ,T
10128,Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,75.0,25.0,8.3,31.0,Renegade Kid,M
10132,BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82.0,14.0,7.8,18.0,Arc System Works,T
10134,Tokimeki Memorial: Girl's Side 2nd Season,DS,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,
10136,Pimp My Ride,Wii,2008,Racing,Activision,0.1,0.0,0.0,0.01,0.11,26.0,4.0,3.8,8.0,Eutechnyx,T
10141,Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,,,,,,
10142,de Blob 2,DS,2011,Platform,THQ,0.08,0.02,0.0,0.01,0.11,75.0,11.0,8.2,6.0,Halfbrick Studios,E
10143,Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,51.0,12.0,3.3,126.0,Ubisoft,M
10144,Fabulous Finds,DS,2009,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11,,,tbd,,THQ,E
10145,Let's Play Garden,DS,2010,Simulation,Deep Silver,0.1,0.0,0.0,0.01,0.11,,,tbd,,Deep Silver,E
10149,Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.1,0.01,0.0,0.01,0.11,,,tbd,,Void Productions,E
10150,LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.0,0.02,0.11,70.0,5.0,tbd,,TT Fusion,E10+
10151,Space Chimps,X360,2008,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,57.0,7.0,5.3,12.0,Red Tribe,E10+
10153,JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0.0,0.01,0.11,41.0,7.0,3.1,7.0,Trickstar Games,T
10157,Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,75.0,45.0,8.5,289.0,Media Vision,T
10158,Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,68.0,4.0,5.3,4.0,Ubisoft Shanghai,E
10161,NCIS 3D,3DS,2011,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11,,,tbd,,Ubisoft,T
10162,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ,0.0,0.0,0.11,0.0,0.11,,,,,,
10163,Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,71.0,59.0,7.7,56.0,Bugbear,T
10164,Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,,,tbd,,Electronic Arts,E
10167,Monster Lab,PS2,2008,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,,,tbd,,Backbone Entertainment,E10+
10168,Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,,,tbd,,Konami,E10+
10169,John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,58.0,23.0,4.1,8.0,Gusto Games,E
10172,Get Up and Dance,Wii,2011,Misc,O-Games,0.06,0.04,0.0,0.01,0.11,,,tbd,,Crave,T
10173,Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0.0,0.01,0.11,28.0,6.0,5.2,6.0,THQ,T
10176,Puzzler World 2,DS,2010,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.11,,,tbd,,Ubisoft,E
10178,Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,56.0,4.0,5,4.0,High Voltage Software,E10+
10179,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,62.0,9.0,7.4,9.0,Santa Entertainment,E
10187,Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,,,tbd,,High Voltage Software,E
10190,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11,,,,,,
10191,Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,7.0,7,6.0,Blitz Games,E
10194,Soma Bringer,DS,2008,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,
10195,Paws & Claws Pet Vet: Australian Adventures,DS,2009,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,,,,,,
10196,Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,,
10200,Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0.0,0.03,0.07,0.01,0.11,72.0,7.0,8.5,11.0,Marvelous Inc.,M
10211,DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,58.0,11.0,tbd,,Indies Zero,E10+
10212,Grease,DS,2010,Misc,505 Games,0.1,0.0,0.0,0.01,0.11,,,tbd,,Big Head Games Ltd.,E10+
10213,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,15.0,tbd,,SNK Playmore,T
10214,The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,59.0,40.0,tbd,,Stormfront Studios,E10+
10215,Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,50.0,40.0,3.5,28.0,Guildford Studio,M
10218,Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,5.0,8.6,18.0,Omega Force,T
10219,Winter Stars,Wii,2011,Sports,Deep Silver,0.05,0.05,0.0,0.01,0.11,,,tbd,,49Games,E
10220,Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,0.1,0.0,0.0,0.01,0.11,,,tbd,,Virtuos,E
10221,Planet 51,PS3,2009,Action,Sega,0.07,0.03,0.0,0.01,0.11,50.0,11.0,tbd,,Pyro Studios,E
10223,Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,
10225,Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.1,0.0,0.0,0.01,0.11,35.0,4.0,tbd,,Big Blue Entertainment,E
10229,AKB48+Me,3DS,2012,Action,Unknown,0.0,0.0,0.11,0.0,0.11,,,,,,
10233,Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,49.0,28.0,6.7,16.0,Hudson Entertainment,T
10234,Yomawari,PSV,2015,Adventure,Nippon Ichi Software,0.02,0.02,0.06,0.01,0.11,,,,,,
10235,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,50.0,15.0,7.1,8.0,"Majesco Games, Majesco",E10+
10236,Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11,78.0,4.0,tbd,,Farsight Studios,E10+
10237,Spyborgs,Wii,2009,Action,Capcom,0.09,0.01,0.0,0.01,0.11,66.0,30.0,6.3,6.0,Bionic Games,T
10238,ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.11,,,tbd,,Various,T
10240,Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.03,0.11,,,tbd,,Novarama,
10242,Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53.0,61.0,4.7,73.0,Guildford Studio,M
10246,Machinarium,PC,2009,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,85.0,47.0,8.8,526.0,Amanita Design,
10248,Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,71.0,14.0,8.1,14.0,Backbone Entertainment,T
10251,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,48.0,10.0,3.5,6.0,Blitz Games,E
10254,Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.08,0.0,0.02,0.02,0.11,,,,,,
10256,Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,77.0,6.0,8.2,43.0,"Rocksteady Studios, Virtuos",T
10258,Shining Ark,PSP,2013,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
10261,My Little Sister Can't Be This Cute Portable,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
10262,Backyard NFL Football '10,X360,2009,Sports,Atari,0.1,0.0,0.0,0.01,0.11,,,,,,
10269,Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,tbd,,Ubisoft,E
10271,Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,83.0,28.0,7.5,97.0,Arc System Works,T
10273,Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45.0,16.0,7.3,4.0,Red Fly Studio,E
10278,Animal Planet: Vet Life,DS,2009,Simulation,Activision,0.1,0.0,0.0,0.01,0.11,,,tbd,,Activision,E
10280,Picross 3D 2,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,
10283,Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games,0.05,0.04,0.0,0.01,0.11,,,tbd,,Harmonix Music Systems,T
10285,Vacation Sports,Wii,2009,Sports,Ubisoft,0.09,0.01,0.0,0.01,0.11,,,tbd,,Mere Mortals,E
10286,PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,0.0,0.09,0.0,0.01,0.11,,,,,,
10287,Hollywood Squares,Wii,2010,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,tbd,,Ubisoft,E10+
10289,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,
10290,Silly Bandz: Play The Craze,DS,2010,Puzzle,Deep Silver,0.1,0.0,0.0,0.01,0.11,,,,,,
10291,RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,42.0,7.9,76.0,Guerilla Cambridge,T
10294,Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44.0,31.0,5.7,9.0,Krome Studios,T
10296,ATV Quad Kings,DS,2010,Racing,Storm City Games,0.1,0.0,0.0,0.01,0.11,47.0,4.0,tbd,,Beyond Reality,E
10299,NBA Live 16,XOne,2015,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11,60.0,17.0,5.6,62.0,EA Sports,E
10301,Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,0.05,0.05,0.0,0.01,0.11,,,,,,
10302,Sonic Generations,PC,2011,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77.0,11.0,8.3,337.0,Sega,E
10304,Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.11,,,tbd,,Coyote Console,E
10307,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,48.0,17.0,3.5,4.0,High Voltage Software,E10+
10311,Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11,,,tbd,,Harmonix Music Systems,T
10313,Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,,,7.5,46.0,War Drum Studios,M
10314,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,0.07,0.03,0.0,0.01,0.11,,,,,,
10315,Planet 51,X360,2009,Action,Sega,0.07,0.03,0.0,0.01,0.11,53.0,13.0,tbd,,Pyro Studios,E
10317,[Prototype 2],PC,2012,Action,Activision,0.07,0.03,0.0,0.01,0.11,76.0,12.0,6.4,389.0,Radical Entertainment,M
10318,Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.11,62.0,10.0,7.2,40.0,Rebellion,
10321,Cabela's North American Adventures,X360,2010,Sports,Activision,0.1,0.0,0.0,0.01,0.11,51.0,5.0,9,4.0,FUN Labs,T
10323,Cabela's Adventure Camp,PS3,2011,Misc,Activision,0.06,0.03,0.0,0.02,0.11,,,tbd,,Activision,E
10325,Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,,,,,,
10328,God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.11,69.0,35.0,8,79.0,Shift,T
10330,Tournament Pool,Wii,2009,Sports,Destineer,0.1,0.0,0.0,0.01,0.11,,,tbd,,Destineer,E
10331,Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11,,,tbd,,Harmonix Music Systems,T
10333,BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64.0,14.0,6.1,19.0,Arc System Works,T
10334,Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games,0.1,0.0,0.0,0.01,0.11,,,,,,
10336,NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,7.0,4.6,20.0,Eutechnyx,E
10337,Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,53.0,8.0,4.8,4.0,Griptonite Games,E10+
10339,DJ Max Fever,PSP,2009,Misc,PM Studios,0.09,0.0,0.0,0.01,0.11,77.0,5.0,6.5,13.0,Pentavision Entertainment,T
10341,Shrek: Forever After,X360,2010,Platform,Activision,0.1,0.0,0.0,0.01,0.11,62.0,22.0,6.2,9.0,Xpec,E10+
10342,My Boyfriend,DS,2008,Simulation,DTP Entertainment,0.1,0.0,0.0,0.01,0.11,,,tbd,,Eidos Interactive,E10+
10344,Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,82.0,11.0,7.3,7.0,Keen Games,E
10345,Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0.0,0.01,0.11,85.0,14.0,6.2,144.0,Konami,E
10349,Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.11,,,,,,
10351,ArmA III,PC,2013,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,74.0,38.0,7.4,866.0,Bohemia Interactive,M
10352,Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,,,,,,
10355,Green Lantern: Rise of the Manhunters,DS,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.01,0.11,,,tbd,,Griptonite Games,E10+
10357,Fit in Six,Wii,2011,Sports,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,tbd,,Blue Byte,E
10359,Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,0.07,0.0,0.03,0.0,0.11,64.0,7.0,tbd,,Takara Tomy,E10+
10360,MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68.0,6.0,7,25.0,SCEA San Diego Studios,E
10361,Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,28.0,33.0,2.8,64.0,Rebellion,M
10362,Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.07,0.02,0.0,0.01,0.11,71.0,4.0,tbd,,Rebellion,M
10363,Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
